지점,지점명,일시,기온(°C),지면온도(°C)
232,천안,2020-03-25 16:00,20.3,27
232,천안,2020-03-25 17:00,20,21.2
232,천안,2020-03-25 18:00,18.1,17.5
232,천안,2020-03-25 19:00,15.3,13.6
232,천안,2020-03-25 20:00,14.2,12.1
232,천안,2020-03-25 21:00,12.8,10.5
232,천안,2020-03-25 22:00,11.4,8.9
232,천안,2020-03-25 23:00,9.7,8.1
232,천안,2020-03-26 00:00,9,7.8
232,천안,2020-03-26 01:00,7.7,7.4
232,천안,2020-03-26 02:00,7.3,7
232,천안,2020-03-26 03:00,7.1,6.8
232,천안,2020-03-26 04:00,6.5,6.5
232,천안,2020-03-26 05:00,6.1,5.5
232,천안,2020-03-26 06:00,5.5,5
232,천안,2020-03-26 07:00,5.6,5.1
232,천안,2020-03-26 08:00,7.9,9.1
232,천안,2020-03-26 09:00,11.1,12.1
232,천안,2020-03-26 10:00,15.4,18.1
232,천안,2020-03-26 11:00,17.7,22.1
232,천안,2020-03-26 12:00,18.8,23.6
232,천안,2020-03-26 13:00,19.1,22.3
232,천안,2020-03-26 14:00,18.8,19.4
232,천안,2020-03-26 15:00,18.3,17.5
232,천안,2020-03-26 16:00,17.5,16.6
232,천안,2020-03-26 17:00,15.7,14.9
232,천안,2020-03-26 18:00,15.8,14.6
232,천안,2020-03-26 19:00,15.5,13.9
232,천안,2020-03-26 20:00,15.6,13.7
232,천안,2020-03-26 21:00,15.7,13.6
232,천안,2020-03-26 22:00,15.5,13.5
232,천안,2020-03-26 23:00,15.3,13.3
232,천안,2020-03-27 00:00,14.2,13
232,천안,2020-03-27 01:00,13.3,12.8
232,천안,2020-03-27 02:00,13.1,12.6
232,천안,2020-03-27 03:00,13,12.6
232,천안,2020-03-27 04:00,13,12.5
232,천안,2020-03-27 05:00,13,12.4
232,천안,2020-03-27 06:00,13,12.4
232,천안,2020-03-27 07:00,13.3,12.5
232,천안,2020-03-27 08:00,12.9,12.7
232,천안,2020-03-27 09:00,11.6,12.2
232,천안,2020-03-27 10:00,10.6,11.7
232,천안,2020-03-27 11:00,10.6,12.1
232,천안,2020-03-27 12:00,11,14.1
232,천안,2020-03-27 13:00,11.4,15.5
232,천안,2020-03-27 14:00,13.1,21
232,천안,2020-03-27 15:00,13.4,20.4
232,천안,2020-03-27 16:00,12.7,17.9
232,천안,2020-03-27 17:00,11.6,14.9
232,천안,2020-03-27 18:00,10.3,10.7
232,천안,2020-03-27 19:00,8.6,7.8
232,천안,2020-03-27 20:00,7.7,6.2
232,천안,2020-03-27 21:00,7,5.2
232,천안,2020-03-27 22:00,6.1,4.6
232,천안,2020-03-27 23:00,5.9,4
232,천안,2020-03-28 00:00,4.7,4.4
232,천안,2020-03-28 01:00,4.9,4.6
232,천안,2020-03-28 02:00,4.8,4.7
232,천안,2020-03-28 03:00,4,4.5
232,천안,2020-03-28 04:00,5.8,3.8
232,천안,2020-03-28 05:00,5.3,3.4
232,천안,2020-03-28 06:00,5.6,2.9
232,천안,2020-03-28 07:00,6,2.8
232,천안,2020-03-28 08:00,6.1,4.8
232,천안,2020-03-28 09:00,6.6,7.2
232,천안,2020-03-28 10:00,7.4,10.3
232,천안,2020-03-28 11:00,8.6,12.7
232,천안,2020-03-28 12:00,9.3,14.5
232,천안,2020-03-28 13:00,10.5,16.7
232,천안,2020-03-28 14:00,11.5,17.4
232,천안,2020-03-28 15:00,11.5,17.6
232,천안,2020-03-28 16:00,11.4,15.6
232,천안,2020-03-28 17:00,10.2,11.7
232,천안,2020-03-28 18:00,9.2,9.2
232,천안,2020-03-28 19:00,7.6,6
232,천안,2020-03-28 20:00,6.5,4.8
232,천안,2020-03-28 21:00,5.5,3.9
232,천안,2020-03-28 22:00,4.3,2.8
232,천안,2020-03-28 23:00,4.6,2.1
232,천안,2020-03-29 00:00,2.3,1.5
232,천안,2020-03-29 01:00,.5,.8
232,천안,2020-03-29 02:00,-.3,.3
232,천안,2020-03-29 03:00,-1.1,.4
232,천안,2020-03-29 04:00,-1.6,.2
232,천안,2020-03-29 05:00,-1.9,-.1
232,천안,2020-03-29 06:00,-2,-.4
232,천안,2020-03-29 07:00,-1.9,-.3
232,천안,2020-03-29 08:00,.9,.1
232,천안,2020-03-29 09:00,4.8,8.5
232,천안,2020-03-29 10:00,9.3,14.7
232,천안,2020-03-29 11:00,10.7,19
232,천안,2020-03-29 12:00,11.5,21.9
232,천안,2020-03-29 13:00,13.1,25.9
232,천안,2020-03-29 14:00,14.9,27.6
232,천안,2020-03-29 15:00,14.7,26.8
232,천안,2020-03-29 16:00,15,21.5
232,천안,2020-03-29 17:00,15,18.3
232,천안,2020-03-29 18:00,12.8,13.5
232,천안,2020-03-29 19:00,11.1,10.2
232,천안,2020-03-29 20:00,10.1,9
232,천안,2020-03-29 21:00,9.1,7.8
232,천안,2020-03-29 22:00,7.2,6.4
232,천안,2020-03-29 23:00,6,5.4
232,천안,2020-03-30 00:00,5.3,5.9
232,천안,2020-03-30 01:00,5.5,5.9
232,천안,2020-03-30 02:00,5.6,5.8
232,천안,2020-03-30 03:00,4.7,5.1
232,천안,2020-03-30 04:00,4.9,5.6
232,천안,2020-03-30 05:00,4.1,3.8
232,천안,2020-03-30 06:00,3.2,2.5
232,천안,2020-03-30 07:00,2.5,2.7
232,천안,2020-03-30 08:00,5,6
232,천안,2020-03-30 09:00,9,12
232,천안,2020-03-30 10:00,11.2,18.1
232,천안,2020-03-30 11:00,12.6,23.1
232,천안,2020-03-30 12:00,14.5,26.6
232,천안,2020-03-30 13:00,15.1,29.3
232,천안,2020-03-30 14:00,16.1,29.7
232,천안,2020-03-30 15:00,16.3,28.1
232,천안,2020-03-30 16:00,17.2,25.8
232,천안,2020-03-30 17:00,16.5,21
232,천안,2020-03-30 18:00,15.3,15.5
232,천안,2020-03-30 19:00,12.4,11.2
232,천안,2020-03-30 20:00,10.7,8.7
232,천안,2020-03-30 21:00,8.8,6.9
232,천안,2020-03-30 22:00,7.7,5.8
232,천안,2020-03-30 23:00,6.6,5.1
232,천안,2020-03-31 00:00,5.2,4.4
232,천안,2020-03-31 01:00,4.3,3.6
232,천안,2020-03-31 02:00,3.2,2.9
232,천안,2020-03-31 03:00,2.3,2.5
232,천안,2020-03-31 04:00,1.9,1.9
232,천안,2020-03-31 05:00,1.2,1.6
232,천안,2020-03-31 06:00,.7,1.1
232,천안,2020-03-31 07:00,.5,1.5
232,천안,2020-03-31 08:00,3,5.2
232,천안,2020-03-31 09:00,7.8,11.5
232,천안,2020-03-31 10:00,12.4,18.1
232,천안,2020-03-31 11:00,14.1,24
232,천안,2020-03-31 12:00,15.9,28.5
232,천안,2020-03-31 13:00,17.4,30.9
232,천안,2020-03-31 14:00,18.2,28.4
232,천안,2020-03-31 15:00,18.4,26.8
232,천안,2020-03-31 16:00,18.3,24.6
232,천안,2020-03-31 17:00,17.5,20.2
232,천안,2020-03-31 18:00,15.5,15.5
232,천안,2020-03-31 19:00,13.5,11.8
232,천안,2020-03-31 20:00,11.7,9.7
232,천안,2020-03-31 21:00,10.7,8.3
232,천안,2020-03-31 22:00,9.9,7.8
232,천안,2020-03-31 23:00,9.8,7.6
232,천안,2020-04-01 00:00,8.8,7.3
232,천안,2020-04-01 01:00,8.5,7.1
232,천안,2020-04-01 02:00,8.1,7.1
232,천안,2020-04-01 03:00,8.6,7.1
232,천안,2020-04-01 04:00,8,6.9
232,천안,2020-04-01 05:00,8.2,7
232,천안,2020-04-01 06:00,8.5,7
232,천안,2020-04-01 07:00,8,7.1
232,천안,2020-04-01 08:00,9.3,8.8
232,천안,2020-04-01 09:00,11.1,11.4
232,천안,2020-04-01 10:00,12.3,14.3
232,천안,2020-04-01 11:00,13.1,18.3
232,천안,2020-04-01 12:00,14.6,24.4
232,천안,2020-04-01 13:00,16.2,27.7
232,천안,2020-04-01 14:00,17,27.9
232,천안,2020-04-01 15:00,15.9,26.1
232,천안,2020-04-01 16:00,14.9,22.8
232,천안,2020-04-01 17:00,12.7,18.3
232,천안,2020-04-01 18:00,10.2,12.8
232,천안,2020-04-01 19:00,9.1,8.9
232,천안,2020-04-01 20:00,8.2,7
232,천안,2020-04-01 21:00,7.5,6
232,천안,2020-04-01 22:00,7.1,5.3
232,천안,2020-04-01 23:00,5.8,4.4
232,천안,2020-04-02 00:00,4.5,3.6
232,천안,2020-04-02 01:00,3.5,2.9
232,천안,2020-04-02 02:00,2.5,2.2
232,천안,2020-04-02 03:00,1.7,1.7
232,천안,2020-04-02 04:00,1.3,1.2
232,천안,2020-04-02 05:00,.6,.7
232,천안,2020-04-02 06:00,-.3,.3
232,천안,2020-04-02 07:00,0,.9
232,천안,2020-04-02 08:00,2.6,4.8
232,천안,2020-04-02 09:00,6.4,11.2
232,천안,2020-04-02 10:00,8.9,17
232,천안,2020-04-02 11:00,11.2,21
232,천안,2020-04-02 12:00,12.4,24.7
232,천안,2020-04-02 13:00,14.9,26.1
232,천안,2020-04-02 14:00,15,27.3
232,천안,2020-04-02 15:00,16.1,26.5
232,천안,2020-04-02 16:00,15.6,21.9
232,천안,2020-04-02 17:00,14.4,18.3
232,천안,2020-04-02 18:00,12.9,13.4
232,천안,2020-04-02 19:00,11.6,10.8
232,천안,2020-04-02 20:00,10.8,9.1
232,천안,2020-04-02 21:00,10.1,7.9
232,천안,2020-04-02 22:00,9.7,6.5
232,천안,2020-04-02 23:00,6.4,5
232,천안,2020-04-03 00:00,5.9,4.1
232,천안,2020-04-03 01:00,3.8,3.3
232,천안,2020-04-03 02:00,3.3,3
232,천안,2020-04-03 03:00,2.4,2
232,천안,2020-04-03 04:00,.9,1.2
232,천안,2020-04-03 05:00,.3,.7
232,천안,2020-04-03 06:00,0,.2
232,천안,2020-04-03 07:00,0,.8
232,천안,2020-04-03 08:00,2.6,4.8
232,천안,2020-04-03 09:00,7,11.5
232,천안,2020-04-03 10:00,10.3,18.1
232,천안,2020-04-03 11:00,13,24.1
232,천안,2020-04-03 12:00,13.8,27.7
232,천안,2020-04-03 13:00,14.7,29.2
232,천안,2020-04-03 14:00,15.9,29.8
232,천안,2020-04-03 15:00,15.8,28.3
232,천안,2020-04-03 16:00,15.8,25.1
232,천안,2020-04-03 17:00,15.6,20.9
232,천안,2020-04-03 18:00,14.8,15.1
232,천안,2020-04-03 19:00,12.1,10.9
232,천안,2020-04-03 20:00,10.4,8.6
232,천안,2020-04-03 21:00,9.5,6.8
232,천안,2020-04-03 22:00,7.8,5.4
232,천안,2020-04-03 23:00,6,4.4
232,천안,2020-04-04 00:00,3.6,3.4
232,천안,2020-04-04 01:00,3.2,2.7
232,천안,2020-04-04 02:00,1.7,2.2
232,천안,2020-04-04 03:00,1.3,1.7
232,천안,2020-04-04 04:00,.2,1.2
232,천안,2020-04-04 05:00,0,.8
232,천안,2020-04-04 06:00,-.2,.6
232,천안,2020-04-04 07:00,.4,1.6
232,천안,2020-04-04 08:00,3.6,5.5
232,천안,2020-04-04 09:00,8.1,12
232,천안,2020-04-04 10:00,11.3,15.1
232,천안,2020-04-04 11:00,12.6,21.5
232,천안,2020-04-04 12:00,13.3,25.3
232,천안,2020-04-04 13:00,12.6,27.5
232,천안,2020-04-04 14:00,12.5,27.8
232,천안,2020-04-04 15:00,12,25.9
232,천안,2020-04-04 16:00,11.6,22.9
232,천안,2020-04-04 17:00,10.5,17.5
232,천안,2020-04-04 18:00,9.4,12
232,천안,2020-04-04 19:00,8.3,8
232,천안,2020-04-04 20:00,7.7,6.2
232,천안,2020-04-04 21:00,7.2,5.1
232,천안,2020-04-04 22:00,6.4,3.9
232,천안,2020-04-04 23:00,5.8,3
232,천안,2020-04-05 00:00,5.4,2.3
232,천안,2020-04-05 01:00,4.7,1.2
232,천안,2020-04-05 02:00,3.2,.6
232,천안,2020-04-05 03:00,2.5,.1
232,천안,2020-04-05 04:00,1.5,-.8
232,천안,2020-04-05 05:00,.8,-.6
232,천안,2020-04-05 06:00,-.5,-.8
232,천안,2020-04-05 07:00,.3,-.5
232,천안,2020-04-05 08:00,3,2
232,천안,2020-04-05 09:00,6.4,9.9
232,천안,2020-04-05 10:00,7.6,16.8
232,천안,2020-04-05 11:00,9.3,22.6
232,천안,2020-04-05 12:00,10.1,25.3
232,천안,2020-04-05 13:00,11.8,27.8
232,천안,2020-04-05 14:00,12.6,28.2
232,천안,2020-04-05 15:00,12.6,26.7
232,천안,2020-04-05 16:00,11.7,23.3
232,천안,2020-04-05 17:00,11,18.5
232,천안,2020-04-05 18:00,9.8,12.5
232,천안,2020-04-05 19:00,8.8,8.3
232,천안,2020-04-05 20:00,7.5,6.4
232,천안,2020-04-05 21:00,5.6,4.9
232,천안,2020-04-05 22:00,4.6,3.6
232,천안,2020-04-05 23:00,2.8,2.6
232,천안,2020-04-06 00:00,1.1,1.7
232,천안,2020-04-06 01:00,-.3,.6
232,천안,2020-04-06 02:00,-.5,.2
232,천안,2020-04-06 03:00,-.6,0
232,천안,2020-04-06 04:00,-1.5,-.3
232,천안,2020-04-06 05:00,-2,-.5
232,천안,2020-04-06 06:00,-2.4,-.7
232,천안,2020-04-06 07:00,-2,-.3
232,천안,2020-04-06 08:00,1,2.9
232,천안,2020-04-06 09:00,5.2,10.6
232,천안,2020-04-06 10:00,8.4,17.5
232,천안,2020-04-06 11:00,11.3,24
232,천안,2020-04-06 12:00,13.9,27.9
232,천안,2020-04-06 13:00,15.5,29.9
232,천안,2020-04-06 14:00,16.1,30.4
232,천안,2020-04-06 15:00,16.4,28.1
232,천안,2020-04-06 16:00,15.9,24.5
232,천안,2020-04-06 17:00,14.8,19.3
232,천안,2020-04-06 18:00,12.6,14.6
232,천안,2020-04-06 19:00,11.2,10.9
232,천안,2020-04-06 20:00,10.3,8.9
232,천안,2020-04-06 21:00,9.3,7.8
232,천안,2020-04-06 22:00,9.5,7.6
232,천안,2020-04-06 23:00,8.8,7.1
232,천안,2020-04-07 00:00,7.9,6.6
232,천안,2020-04-07 01:00,7,5.9
232,천안,2020-04-07 02:00,5.9,5.3
232,천안,2020-04-07 03:00,5,4.7
232,천안,2020-04-07 04:00,3.9,3.3
232,천안,2020-04-07 05:00,2.7,2.6
232,천안,2020-04-07 06:00,1.6,1.9
232,천안,2020-04-07 07:00,2.2,3.1
232,천안,2020-04-07 08:00,3.7,6.2
232,천안,2020-04-07 09:00,7.8,11.6
232,천안,2020-04-07 10:00,10.1,15.1
232,천안,2020-04-07 11:00,12.5,23.3
232,천안,2020-04-07 12:00,14.9,27.7
232,천안,2020-04-07 13:00,17.2,29.8
232,천안,2020-04-07 14:00,18.4,30.3
232,천안,2020-04-07 15:00,18.8,28.1
232,천안,2020-04-07 16:00,18.1,25.1
232,천안,2020-04-07 17:00,17.4,21.1
232,천안,2020-04-07 18:00,16,16.5
232,천안,2020-04-07 19:00,14.4,12.7
232,천안,2020-04-07 20:00,13,10.8
232,천안,2020-04-07 21:00,11.3,9.2
232,천안,2020-04-07 22:00,10,7.9
232,천안,2020-04-07 23:00,9,6.6
232,천안,2020-04-08 00:00,8.2,5.6
232,천안,2020-04-08 01:00,7.6,4.7
232,천안,2020-04-08 02:00,5.9,3.7
232,천안,2020-04-08 03:00,5.7,2.9
232,천안,2020-04-08 04:00,5.8,2.3
232,천안,2020-04-08 05:00,2.1,1.8
232,천안,2020-04-08 06:00,1.6,1
232,천안,2020-04-08 07:00,2.1,1.9
232,천안,2020-04-08 08:00,7,7.2
232,천안,2020-04-08 09:00,9.7,13.7
232,천안,2020-04-08 10:00,11.9,19.5
232,천안,2020-04-08 11:00,12.8,24.4
232,천안,2020-04-08 12:00,13.4,28
232,천안,2020-04-08 13:00,14.2,29.7
232,천안,2020-04-08 14:00,13.2,29.2
232,천안,2020-04-08 15:00,13.1,27
232,천안,2020-04-08 16:00,12.8,24.2
232,천안,2020-04-08 17:00,12.5,20.2
232,천안,2020-04-08 18:00,11.7,14.6
232,천안,2020-04-08 19:00,10.3,9.9
232,천안,2020-04-08 20:00,9,7.8
232,천안,2020-04-08 21:00,8,6.4
232,천안,2020-04-08 22:00,7.6,5.5
232,천안,2020-04-08 23:00,6.1,4.7
232,천안,2020-04-09 00:00,5.2,3.8
232,천안,2020-04-09 01:00,5.4,3.5
232,천안,2020-04-09 02:00,4.7,2.9
232,천안,2020-04-09 03:00,4.4,2.6
232,천안,2020-04-09 04:00,2,1.9
232,천안,2020-04-09 05:00,1,1.3
232,천안,2020-04-09 06:00,.9,.9
232,천안,2020-04-09 07:00,1.4,2.1
232,천안,2020-04-09 08:00,4.6,6.3
232,천안,2020-04-09 09:00,8.6,12.3
232,천안,2020-04-09 10:00,10.5,18.4
232,천안,2020-04-09 11:00,11.6,23.6
232,천안,2020-04-09 12:00,12.2,28.1
232,천안,2020-04-09 13:00,13.2,29.8
232,천안,2020-04-09 14:00,13.4,29.7
232,천안,2020-04-09 15:00,13.5,26.3
232,천안,2020-04-09 16:00,13.7,25.5
232,천안,2020-04-09 17:00,12.6,20.4
232,천안,2020-04-09 18:00,11.9,15
232,천안,2020-04-09 19:00,10.2,10.5
232,천안,2020-04-09 20:00,9.2,8.8
232,천안,2020-04-09 21:00,8.5,7.8
232,천안,2020-04-09 22:00,7.1,6.6
232,천안,2020-04-09 23:00,6.3,6.2
232,천안,2020-04-10 00:00,5.9,6.2
232,천안,2020-04-10 01:00,4.9,5.9
232,천안,2020-04-10 02:00,4.8,6.1
232,천안,2020-04-10 03:00,4.8,6.1
232,천안,2020-04-10 04:00,3.8,4
232,천안,2020-04-10 05:00,2.6,2.9
232,천안,2020-04-10 06:00,1.6,2.3
232,천안,2020-04-10 07:00,2.1,3.2
232,천안,2020-04-10 08:00,5.4,7.5
232,천안,2020-04-10 09:00,10.3,14.4
232,천안,2020-04-10 10:00,11.1,20.4
232,천안,2020-04-10 11:00,12.3,20.5
232,천안,2020-04-10 12:00,14.5,28.5
232,천안,2020-04-10 13:00,15.7,32
232,천안,2020-04-10 14:00,15.6,31.1
232,천안,2020-04-10 15:00,15.4,23.3
232,천안,2020-04-10 16:00,16,27
232,천안,2020-04-10 17:00,14.9,19.7
232,천안,2020-04-10 18:00,13.7,16.3
232,천안,2020-04-10 19:00,11.9,11.9
232,천안,2020-04-10 20:00,10.5,9.9
232,천안,2020-04-10 21:00,9.2,8.5
232,천안,2020-04-10 22:00,8.1,7.6
232,천안,2020-04-10 23:00,7.1,6.6
232,천안,2020-04-11 00:00,6.3,5.9
232,천안,2020-04-11 01:00,4.8,5.1
232,천안,2020-04-11 02:00,3.7,4.2
232,천안,2020-04-11 03:00,2.5,3.5
232,천안,2020-04-11 04:00,1.8,2.9
232,천안,2020-04-11 05:00,1.4,2.4
232,천안,2020-04-11 06:00,.9,2.5
232,천안,2020-04-11 07:00,1.9,4.2
232,천안,2020-04-11 08:00,3.7,7.6
232,천안,2020-04-11 09:00,6.3,10.9
232,천안,2020-04-11 10:00,8.3,15.3
232,천안,2020-04-11 11:00,10,18.7
232,천안,2020-04-11 12:00,11.4,22.5
232,천안,2020-04-11 13:00,12.2,24.8
232,천안,2020-04-11 14:00,13,25.5
232,천안,2020-04-11 15:00,13.5,25.6
232,천안,2020-04-11 16:00,13.9,23
232,천안,2020-04-11 17:00,13.3,17.6
232,천안,2020-04-11 18:00,12.6,14.6
232,천안,2020-04-11 19:00,11,11.7
232,천안,2020-04-11 20:00,9.4,9.6
232,천안,2020-04-11 21:00,8.3,7.6
232,천안,2020-04-11 22:00,6.8,6.2
232,천안,2020-04-11 23:00,5.3,5.2
232,천안,2020-04-12 00:00,3.9,4.3
232,천안,2020-04-12 01:00,2.4,3.4
232,천안,2020-04-12 02:00,2,2.7
232,천안,2020-04-12 03:00,1.3,2.2
232,천안,2020-04-12 04:00,.8,1.7
232,천안,2020-04-12 05:00,.3,1.3
232,천안,2020-04-12 06:00,-.4,.8
232,천안,2020-04-12 07:00,.5,2.2
232,천안,2020-04-12 08:00,3.3,6.6
232,천안,2020-04-12 09:00,7.6,13.2
232,천안,2020-04-12 10:00,11.3,18.5
232,천안,2020-04-12 11:00,13.2,23.1
232,천안,2020-04-12 12:00,14.4,24
232,천안,2020-04-12 13:00,14.8,22
232,천안,2020-04-12 14:00,14.6,26.2
232,천안,2020-04-12 15:00,11.7,13.4
232,천안,2020-04-12 16:00,13.5,13.9
232,천안,2020-04-12 17:00,14.5,17.4
232,천안,2020-04-12 18:00,13.4,13.3
232,천안,2020-04-12 19:00,12.1,10.4
232,천안,2020-04-12 20:00,10.7,8.7
232,천안,2020-04-12 21:00,10.1,7.7
232,천안,2020-04-12 22:00,9.3,6.6
232,천안,2020-04-12 23:00,8.6,5.9
232,천안,2020-04-13 00:00,8,5
232,천안,2020-04-13 01:00,6.9,4
232,천안,2020-04-13 02:00,7,3.9
232,천안,2020-04-13 03:00,6.5,3.6
232,천안,2020-04-13 04:00,6,2.8
232,천안,2020-04-13 05:00,5.8,2.5
232,천안,2020-04-13 06:00,5.6,3
232,천안,2020-04-13 07:00,5.8,4.5
232,천안,2020-04-13 08:00,7,7.5
232,천안,2020-04-13 09:00,9.1,14.5
232,천안,2020-04-13 10:00,10,19.7
232,천안,2020-04-13 11:00,11.7,25.7
232,천안,2020-04-13 12:00,13.6,30.3
232,천안,2020-04-13 13:00,14.1,30.6
232,천안,2020-04-13 14:00,16,31.8
232,천안,2020-04-13 15:00,17.5,30.6
232,천안,2020-04-13 16:00,16.1,24.5
232,천안,2020-04-13 17:00,16.5,22.6
232,천안,2020-04-13 18:00,15.5,17.3
232,천안,2020-04-13 19:00,14.2,12.7
232,천안,2020-04-13 20:00,13.4,10.8
232,천안,2020-04-13 21:00,10.2,8.5
232,천안,2020-04-13 22:00,9.5,7.2
232,천안,2020-04-13 23:00,9,6.4
232,천안,2020-04-14 00:00,6.8,5.6
232,천안,2020-04-14 01:00,5,4.6
232,천안,2020-04-14 02:00,3.7,3.7
232,천안,2020-04-14 03:00,2.9,3
232,천안,2020-04-14 04:00,2.1,2.5
232,천안,2020-04-14 05:00,1.5,1.9
232,천안,2020-04-14 06:00,.8,1.4
232,천안,2020-04-14 07:00,2.3,2.7
232,천안,2020-04-14 08:00,5.7,7.6
232,천안,2020-04-14 09:00,10.1,15.1
232,천안,2020-04-14 10:00,13.1,22.9
232,천안,2020-04-14 11:00,16.4,28.4
232,천안,2020-04-14 12:00,18,32.7
232,천안,2020-04-14 13:00,19.2,34.9
232,천안,2020-04-14 14:00,19.9,34.6
232,천안,2020-04-14 15:00,20.6,33.3
232,천안,2020-04-14 16:00,19.9,29.3
232,천안,2020-04-14 17:00,19,24.2
232,천안,2020-04-14 18:00,17.4,19
232,천안,2020-04-14 19:00,15.6,13.7
232,천안,2020-04-14 20:00,14.1,11.3
232,천안,2020-04-14 21:00,12.3,9.4
232,천안,2020-04-14 22:00,10,7.9
232,천안,2020-04-14 23:00,7.9,6.8
232,천안,2020-04-15 00:00,5.9,5.8
232,천안,2020-04-15 01:00,4.8,4.9
232,천안,2020-04-15 02:00,4,4.1
232,천안,2020-04-15 03:00,2.9,3.5
232,천안,2020-04-15 04:00,2.4,3.1
232,천안,2020-04-15 05:00,1.6,2.9
232,천안,2020-04-15 06:00,1.2,2.4
232,천안,2020-04-15 07:00,2.2,3.9
232,천안,2020-04-15 08:00,5.9,8.5
232,천안,2020-04-15 09:00,10.1,15.3
232,천안,2020-04-15 10:00,13,21.3
232,천안,2020-04-15 11:00,15.4,23.6
232,천안,2020-04-15 12:00,17.7,28.8
232,천안,2020-04-15 13:00,18.5,31
232,천안,2020-04-15 14:00,19.5,29.8
232,천안,2020-04-15 15:00,19.4,27.3
232,천안,2020-04-15 16:00,19.3,25.6
232,천안,2020-04-15 17:00,19.3,23.6
232,천안,2020-04-15 18:00,17.4,18.3
232,천안,2020-04-15 19:00,14.9,13.8
232,천안,2020-04-15 20:00,14.1,11.8
232,천안,2020-04-15 21:00,13,10.7
232,천안,2020-04-15 22:00,11.4,9.4
232,천안,2020-04-15 23:00,10.1,8.3
232,천안,2020-04-16 00:00,8.6,7.5
232,천안,2020-04-16 01:00,7.2,6.8
232,천안,2020-04-16 02:00,6.2,6
232,천안,2020-04-16 03:00,5.3,5.2
232,천안,2020-04-16 04:00,4.4,4.6
232,천안,2020-04-16 05:00,3.5,4.1
232,천안,2020-04-16 06:00,3.4,3.6
232,천안,2020-04-16 07:00,4.1,5
232,천안,2020-04-16 08:00,7.8,9.5
232,천안,2020-04-16 09:00,13.1,16.7
232,천안,2020-04-16 10:00,14.9,23.1
232,천안,2020-04-16 11:00,16.9,28
232,천안,2020-04-16 12:00,19.5,33
232,천안,2020-04-16 13:00,20.1,34
232,천안,2020-04-16 14:00,21.1,35.5
232,천안,2020-04-16 15:00,21.4,33.4
232,천안,2020-04-16 16:00,22.4,31.2
232,천안,2020-04-16 17:00,22.1,25.6
232,천안,2020-04-16 18:00,21.3,20.7
232,천안,2020-04-16 19:00,20.4,17.7
232,천안,2020-04-16 20:00,19.3,15.7
232,천안,2020-04-16 21:00,17.5,13.8
232,천안,2020-04-16 22:00,17,13.9
232,천안,2020-04-16 23:00,15.4,13.4
232,천안,2020-04-17 00:00,15.3,13.4
232,천안,2020-04-17 01:00,14.4,13.1
232,천안,2020-04-17 02:00,13.4,12.6
232,천안,2020-04-17 03:00,12.8,12.2
232,천안,2020-04-17 04:00,12.2,11.7
232,천안,2020-04-17 05:00,11.9,11.4
232,천안,2020-04-17 06:00,11.7,10.6
232,천안,2020-04-17 07:00,9.8,9.9
232,천안,2020-04-17 08:00,9.3,10.3
232,천안,2020-04-17 09:00,9.5,10.5
232,천안,2020-04-17 10:00,10.2,14.1
232,천안,2020-04-17 11:00,12.4,15.3
232,천안,2020-04-17 12:00,14.1,17.3
232,천안,2020-04-17 13:00,15.7,21.2
232,천안,2020-04-17 14:00,16.4,18.3
232,천안,2020-04-17 15:00,17.8,23.6
232,천안,2020-04-17 16:00,18.2,19.9
232,천안,2020-04-17 17:00,17.7,19.7
232,천안,2020-04-17 18:00,16.2,16.4
232,천안,2020-04-17 19:00,14.7,13.2
232,천안,2020-04-17 20:00,12.8,11.4
232,천안,2020-04-17 21:00,13,11.1
232,천안,2020-04-17 22:00,11.8,10.4
232,천안,2020-04-17 23:00,11.6,10.9
232,천안,2020-04-18 00:00,10.7,11.1
232,천안,2020-04-18 01:00,10.6,11
232,천안,2020-04-18 02:00,10.5,10.6
232,천안,2020-04-18 03:00,9.8,10.3
232,천안,2020-04-18 04:00,9.7,10.1
232,천안,2020-04-18 05:00,9.7,10
232,천안,2020-04-18 06:00,9.7,9.9
232,천안,2020-04-18 07:00,10,10.4
232,천안,2020-04-18 08:00,10.8,12.7
232,천안,2020-04-18 09:00,11.6,14
232,천안,2020-04-18 10:00,12.8,18.3
232,천안,2020-04-18 11:00,15.3,25.2
232,천안,2020-04-18 12:00,16.6,30.9
232,천안,2020-04-18 13:00,16.8,26.7
232,천안,2020-04-18 14:00,18.3,31
232,천안,2020-04-18 15:00,18.1,32.6
232,천안,2020-04-18 16:00,18.9,31.7
232,천안,2020-04-18 17:00,18.6,27.7
232,천안,2020-04-18 18:00,17.4,20.5
232,천안,2020-04-18 19:00,15.7,15.7
232,천안,2020-04-18 20:00,13.9,13.1
232,천안,2020-04-18 21:00,12.7,11.6
232,천안,2020-04-18 22:00,11.2,10.5
232,천안,2020-04-18 23:00,9.9,9.5
232,천안,2020-04-19 00:00,9.4,9.3
232,천안,2020-04-19 01:00,8.6,8.7
232,천안,2020-04-19 02:00,7.9,8.4
232,천안,2020-04-19 03:00,7.7,8.5
232,천안,2020-04-19 04:00,7.9,8.4
232,천안,2020-04-19 05:00,7.7,8.5
232,천안,2020-04-19 06:00,8.1,8.6
232,천안,2020-04-19 07:00,9.1,8.9
232,천안,2020-04-19 08:00,13.2,13
